LAMOST,Sname,RAdeg,DEdeg,Teff_li,e_Teff_li,logg_li,e_logg_li,FeH_li,e_FeH_li,sng,rv,rv_err
J140505.24+534014.0,"spec-57094-HD135059N531725B01_sp13-044  ",211.27185,53.670544,6224.0,189.6,3.32,0.56,-2.22,0.17,51.9,-287.98,3.77
J140521.90+513936.0,"spec-55978-F5597813_sp10-021            ",211.34123,51.66,6106.2,194.6,3.44,0.58,-2.26,0.17,14.9,-197.07,10.28
J140521.92+264610.0,"spec-57092-HD140655N282616B01_sp01-056  ",211.34135,26.769432,5860.7,252.9,3.02,0.68,-2.1,0.17,33.2,-35.72,3.05
J140531.86+463913.2,"spec-57096-HD141351N461930B01_sp03-114  ",211.38277,46.653656,5959.9,210.0,3.35,0.6,-2.13,0.12,28.1,-44.4,5.61
J140548.39+361740.3,"spec-56804-HD140944N371948B01_sp05-242  ",211.45164,36.294533,6132.3,215.5,3.24,0.67,-2.09,0.17,31.1,-115.24,5.54
J140549.33+524213.7,"spec-56780-HD141644N531548B01_sp10-222  ",211.45554,52.703793,6000.0,150.0,2.96,0.69,-2.34,0.17,47.6,-109.82,5.49
J140551.26+381534.5,"spec-56804-HD140944N371948B01_sp15-092  ",211.4636,38.259583,6158.8,171.5,3.41,0.54,-2.36,0.17,66.3,-83.28,4.32
J140552.57+462631.5,"spec-57096-HD141351N461930B01_sp03-069  ",211.46902,46.442093,5688.4,218.5,3.42,0.59,-2.19,0.12,25.4,-52.41,9.15
J140553.20+522723.3,"spec-56780-HD141644N531548B01_sp10-041  ",211.47168,52.456482,5024.1,202.1,2.2,0.5,-2.41,0.17,77.0,-225.38,3.25
J140553.21+522723.3,"spec-56417-HD135059N531725M01_sp06-174  ",211.4717,52.45647,5072.0,239.2,2.55,0.47,-2.37,0.17,45.6,-222.82,4.4
J140553.74+511726.4,"spec-55978-F5597813_sp10-056            ",211.47392,51.290657,5872.3,236.2,4.1,0.46,-2.28,0.17,30.1,-100.55,6.01
J140554.21+275213.8,"spec-57068-HD140655N282616M01_sp04-140  ",211.47588,27.870499,6000.0,130.1,3.49,0.58,-2.51,0.21,28.2,-23.56,5.8
J140555.27+081757.0,"spec-57110-HD140336N073246B01_sp09-174  ",211.48032,8.299159,6141.5,195.1,3.45,0.62,-2.09,0.17,69.8,102.96,3.68
J140558.52+462342.0,"spec-57096-HD141351N461930B01_sp03-053  ",211.49384,46.395,5774.1,202.1,3.06,0.65,-2.2,0.12,21.5,-164.48,11.0
J140600.56+461423.2,"spec-56362-HD141351N461930M01_sp03-094  ",211.50233,46.239773,4717.2,241.6,1.34,0.52,-2.5,0.21,18.3,-49.9,8.47
J140619.80+245337.0,"spec-57063-HD135728N245954V01_sp13-095  ",211.58252,24.893614,6209.9,210.0,3.47,0.56,-2.06,0.12,42.3,26.76,4.46
J140625.20+082002.7,"spec-57110-HD140336N073246B01_sp09-171  ",211.605,8.334077,6155.9,192.5,3.34,0.58,-2.11,0.17,45.5,38.29,4.0
J140625.27+072430.8,"spec-56309-HD140336N073246M01_sp08-034  ",211.60527,7.408555,6183.4,203.7,3.38,0.58,-2.21,0.17,20.1,-60.89,5.61
J140626.36+081057.0,"spec-57110-HD140336N073246B01_sp09-175  ",211.60983,8.182512,5913.8,245.1,4.34,0.31,-2.21,0.17,20.5,60.22,10.89
J140640.64+454337.3,"spec-56362-HD141351N461930F01_sp03-232  ",211.66933,45.727024,5289.5,190.5,1.64,0.59,-2.92,0.17,22.9,-2.14,7.81
J140646.72+455817.1,"spec-57096-HD141351N461930B01_sp03-083  ",211.69466,45.971416,5711.9,260.4,4.01,0.41,-2.51,0.21,72.8,-142.36,4.24
J140651.02+052221.2,"spec-57110-HD140336N073246B01_sp07-171  ",211.7126,5.372551,5572.0,239.2,3.41,0.54,-2.06,0.2,30.3,18.53,5.2
J140652.69+531406.6,"spec-56780-HD141644N531548B01_sp10-232  ",211.71953,53.235165,6141.5,195.1,3.56,0.54,-2.09,0.17,44.6,-127.29,5.13
J140653.40+321837.4,"spec-56699-HD141746N331518V_sp10-191    ",211.7225,32.310402,6184.5,183.3,3.54,0.51,-2.23,0.17,48.4,-102.87,5.12
J140656.00+321901.6,"spec-56742-HD140231N313939V01_sp09-183  ",211.73334,32.31711,6000.0,150.0,2.9,0.7,-2.41,0.17,53.3,25.99,4.34
J140702.17+543949.9,"spec-56780-HD141644N531548B01_sp16-082  ",211.75905,54.663876,6211.9,260.4,3.52,0.57,-2.22,0.18,20.6,-414.24,9.35
J140705.01+072949.2,"spec-57110-HD140336N073246B01_sp08-043  ",211.77086,7.496996,6313.9,186.2,3.06,0.59,-2.96,0.23,60.5,119.14,3.42
J140708.55+064835.8,"spec-57110-HD140336N073246B01_sp08-147  ",211.78561,6.809942,6070.1,128.6,3.65,0.57,-2.67,0.26,42.1,-123.65,4.15
J140710.78+363436.7,"spec-56804-HD140944N371948B01_sp05-059  ",211.7949,36.576866,4980.0,233.8,0.8,0.4,-2.92,0.17,17.6,-46.5,5.47
J140750.26+053941.5,"spec-56309-HD140336N073246M01_sp07-212  ",211.95941,5.661526,4887.1,275.3,1.64,0.51,-2.37,0.25,20.3,11.28,6.01
J140750.71+504157.9,"spec-56427-HD140817N492729M01_sp15-021  ",211.96129,50.69943,6375.0,135.5,3.58,0.49,-2.59,0.22,23.6,31.96,8.1
J140753.28+473517.4,"spec-56362-HD141351N461930M01_sp16-175  ",211.972,47.588154,5975.9,202.1,3.24,0.6,-2.21,0.17,33.9,22.36,5.79
J140816.29+155703.9,"spec-56334-HD140137N164527F01_sp06-024  ",212.06787,15.951084,5042.5,262.1,4.44,0.25,-3.06,0.2,27.6,96.01,6.56
J140838.01+244650.8,"spec-56751-HD141501N234109B01_sp16-078  ",212.15839,24.780773,5444.3,289.9,2.65,0.59,-2.18,0.14,25.1,-193.08,6.19
J140841.28+055503.3,"spec-56309-HD140336N073246M01_sp07-073  ",212.172,5.917591,6448.1,182.2,3.34,0.5,-2.73,0.24,30.0,48.03,4.01
J140846.80+085652.0,"spec-57110-HD140336N073246B01_sp12-090  ",212.19498,8.947767,6500.0,150.0,3.76,0.5,-3.17,0.23,26.1,90.56,5.39
J140857.60+193128.2,"spec-57064-HD141904N190355V01_sp14-236  ",212.24,19.52449,5412.1,209.0,2.61,0.62,-2.22,0.2,24.1,-55.26,6.95
J140913.59+153549.2,"spec-56334-HD140137N164527F01_sp07-142  ",212.30663,15.596996,5334.2,260.9,3.1,0.56,-2.48,0.16,20.1,199.19,7.61
J140931.84+082946.5,"spec-57110-HD140336N073246B01_sp13-154  ",212.38269,8.496237,5049.0,231.0,2.35,0.52,-2.43,0.17,83.3,-148.96,2.96
J140932.45+080645.1,"spec-57110-HD140336N073246B01_sp13-241  ",212.38522,8.112527,6199.4,183.4,3.36,0.63,-2.4,0.17,62.3,-83.34,3.54
J140934.03+241650.8,"spec-56751-HD141501N234109B01_sp03-101  ",212.39177,24.28078,5546.2,219.8,2.8,0.65,-2.37,0.12,27.2,-198.58,8.06
J140936.88+473527.6,"spec-57096-HD141351N461930B01_sp15-152  ",212.40364,47.591,6000.0,192.1,3.06,0.65,-2.38,0.19,52.7,-111.0,4.25
J140940.57+152923.6,"spec-56334-HD140137N164527F01_sp07-139  ",212.41904,15.48988,6197.0,197.5,3.24,0.6,-2.15,0.17,28.3,22.65,6.3
J140942.83+060948.2,"spec-57110-HD140336N073246B01_sp07-200  ",212.42845,6.163376,6422.6,170.3,3.42,0.6,-2.63,0.23,30.5,-118.74,7.92
J140950.03+083615.4,"spec-56309-HD140336N073246M01_sp12-160  ",212.45847,8.604266,5250.0,150.0,2.88,0.52,-2.31,0.17,15.8,-39.53,4.89
J140950.04+083615.3,"spec-57110-HD140336N073246B01_sp12-160  ",212.4585,8.604254,5701.0,231.0,2.44,0.54,-2.36,0.12,50.5,-35.78,3.66
J140953.74+300115.7,"spec-57068-HD140655N282616M01_sp12-144  ",212.4739,30.021042,6538.1,260.4,3.78,0.54,-2.24,0.18,28.4,-202.96,10.99
J140955.37+284758.2,"spec-56343-HD140655N282616F01_sp09-206  ",212.4807,28.79951,6250.0,150.0,2.95,0.57,-2.34,0.17,16.3,-245.83,3.46
J140955.37+284758.3,"spec-57092-HD140655N282616B01_sp09-206  ",212.4807,28.79954,6422.6,170.3,3.59,0.55,-2.2,0.21,28.4,-257.27,5.35
J141002.83-055551.8,"spec-56321-HD141600S060001B01_sp03-065  ",212.51181,-5.931057,6250.0,150.0,3.67,0.53,-3.62,0.26,73.7,96.97,3.22
J141003.35+075002.1,"spec-57110-HD140336N073246B01_sp13-243  ",212.51398,7.833905,6000.0,203.1,2.71,0.53,-2.17,0.12,22.4,-30.57,7.77
J141003.36+063532.3,"spec-57110-HD140336N073246B01_sp06-019  ",212.514,6.592299,5000.0,203.1,2.9,0.5,-2.63,0.17,45.1,49.09,3.9
J141016.67+152958.7,"spec-56757-HD141728N151548V_sp14-058    ",212.56946,15.499628,4637.1,275.3,1.56,0.54,-2.21,0.29,24.3,19.97,4.84
J141020.65+084843.7,"spec-57110-HD140336N073246B01_sp12-020  ",212.58603,8.812149,5780.5,271.7,3.38,0.58,-2.23,0.17,52.0,157.04,3.9
J141029.47+560737.2,"spec-56434-HD140517N563114B01_sp08-240  ",212.62277,56.127,6287.3,135.1,3.57,0.58,-2.68,0.25,37.6,87.45,3.99
J141043.98+012203.1,"spec-56376-HD140437N021751B01_sp06-011  ",212.68324,1.367515,5289.5,190.5,1.05,0.49,-2.23,0.17,36.1,57.33,4.42
J141046.42+551956.9,"spec-56780-HD141644N531548B01_sp16-140  ",212.69344,55.332466,5334.2,260.9,3.1,0.56,-2.0,0.24,33.8,-139.9,6.11
J141051.05+082016.6,"spec-57110-HD140336N073246B01_sp13-110  ",212.71272,8.337944,5924.3,224.2,3.05,0.71,-2.05,0.17,67.2,16.41,3.5
J141051.77+521735.6,"spec-56780-HD141644N531548B01_sp05-181  ",212.71568,52.293232,6250.0,150.0,3.05,0.68,-2.28,0.17,70.0,-1.87,3.63
J141053.66+024011.1,"spec-56376-HD140437N021751M01_sp13-225  ",212.72357,2.669762,4690.5,251.7,1.97,0.47,-2.34,0.22,29.5,68.25,3.48
J141053.87+360955.4,"spec-56804-HD140944N371948B01_sp05-135  ",212.72447,36.16538,6184.5,183.3,3.49,0.5,-2.23,0.17,31.4,-98.67,7.31
J141055.54+470531.5,"spec-56427-HD140817N492729B01_sp01-186  ",212.73141,47.0921,5625.0,216.1,3.1,0.61,-2.0,0.14,29.4,-121.44,7.49
J141056.39+550452.3,"spec-56780-HD141644N531548B01_sp16-074  ",212.73497,55.081196,5875.0,259.0,3.43,0.67,-2.23,0.12,50.2,52.38,4.52
J141100.26+381950.1,"spec-56804-HD140944N371948B01_sp15-130  ",212.7511,38.330593,5004.6,233.9,2.56,0.51,-2.42,0.17,39.9,16.83,5.2
J141103.99+380224.5,"spec-56804-HD140944N371948B01_sp15-103  ",212.76663,38.040146,5918.6,208.9,3.73,0.52,-2.16,0.17,30.1,-157.09,6.48
J141112.11+385710.4,"spec-56804-HD140944N371948B01_sp11-064  ",212.80045,38.952877,6250.0,150.0,3.24,0.6,-2.28,0.17,48.5,-120.39,5.05
J141130.68+312020.2,"spec-56742-HD140231N313939B01_sp06-100  ",212.87782,31.338953,6106.1,174.4,3.0,0.59,-2.3,0.12,16.8,82.57,10.03
J141136.60+511119.8,"spec-56780-HD141644N531548B01_sp02-106  ",212.90248,51.188835,6132.3,215.5,3.36,0.68,-2.04,0.17,37.2,-176.93,5.69
J141144.78+013731.0,"spec-56376-HD140437N021751M01_sp06-190  ",212.93658,1.625276,4676.4,258.6,2.0,0.57,-2.27,0.27,34.9,74.96,4.89
J141146.06+201417.2,"spec-57064-HD141904N190355B02_sp16-077  ",212.94193,20.23811,5957.5,262.1,4.07,0.44,-2.18,0.14,20.0,2.96,7.57
J141155.79+511549.5,"spec-56780-HD141644N531548B01_sp02-005  ",212.98247,51.263737,6000.0,150.0,3.12,0.62,-2.34,0.17,70.3,-163.96,3.55
J141155.80+511549.7,"spec-56427-HD140817N492729M01_sp11-061  ",212.9825,51.2638,5946.3,217.1,3.49,0.5,-2.59,0.24,16.1,-169.37,10.66
J141206.05+540439.2,"spec-55961-F5596101_sp05-222            ",213.0252,54.077568,5730.0,233.8,3.19,0.63,-2.36,0.12,27.5,-199.33,5.82
J141207.52+422529.4,"spec-56346-HD140207N433332M01_sp06-223  ",213.03131,42.424828,5017.2,224.6,1.05,0.5,-2.46,0.21,17.0,-203.48,9.49
J141213.18+393320.6,"spec-56804-HD140944N371948B01_sp11-030  ",213.0549,39.55572,6379.4,175.7,3.1,0.65,-2.43,0.16,25.7,223.09,8.09
J141215.70+290957.7,"spec-57068-HD140655N282616M01_sp09-178  ",213.06543,29.166018,5737.8,212.3,3.24,0.6,-2.27,0.12,18.3,-70.94,7.89
J141225.85+075920.5,"spec-57110-HD140336N073246B01_sp13-004  ",213.10773,7.989022,6500.0,150.0,3.49,0.54,-3.01,0.25,54.5,-11.94,3.86
J141227.18+442056.3,"spec-56362-HD141351N461930M01_sp01-048  ",213.11325,44.348972,4914.1,281.3,2.17,0.5,-2.24,0.23,61.6,-56.47,10.72
J141244.58+483621.2,"spec-56427-HD140817N492729M01_sp08-010  ",213.18576,48.60588,5750.0,150.0,2.98,0.57,-2.52,0.22,47.5,-112.77,5.52
J141245.18+124740.8,"spec-56743-HD140355N124333B01_sp06-056  ",213.18826,12.794667,6066.6,203.7,2.75,0.53,-2.14,0.12,16.0,-28.81,12.08
J141254.76+462520.7,"spec-56362-HD141351N461930M01_sp04-015  ",213.22818,46.422424,5692.2,310.3,4.35,0.34,-2.14,0.18,49.1,-116.32,4.17
J141255.88+115653.8,"spec-57066-HD141736N112006V01_sp03-123  ",213.23283,11.948272,5487.8,212.3,2.45,0.57,-2.4,0.12,50.5,19.67,4.2
J141259.68+184321.4,"spec-57064-HD141904N190355B02_sp03-080  ",213.24864,18.722624,5512.2,212.3,1.41,0.5,-2.87,0.12,65.6,-116.81,3.11
J141300.83+465932.4,"spec-57096-HD141351N461930B01_sp15-198  ",213.25348,46.99233,6225.9,202.1,3.24,0.6,-2.24,0.14,34.6,-141.92,6.81
J141309.37+171724.2,"spec-57064-HD141904N190355V01_sp02-138  ",213.28905,17.290064,6000.0,203.1,3.04,0.68,-2.14,0.12,50.9,-175.53,6.36
J141313.70+290605.9,"spec-57092-HD140655N282616B01_sp13-249  ",213.30708,29.10164,5626.4,329.8,3.35,0.52,-2.06,0.17,24.4,-174.64,7.02
J141314.20+382218.6,"spec-56804-HD140944N371948B01_sp09-064  ",213.30919,38.37184,5262.2,212.3,2.51,0.54,-2.27,0.19,49.4,-133.52,3.41
J141314.55+240455.5,"spec-56751-HD141501N234109B01_sp04-047  ",213.31061,24.082087,4926.4,258.6,1.1,0.49,-2.24,0.23,36.5,-73.94,4.67
J141319.09+230057.1,"spec-56751-HD141501N234109B01_sp05-069  ",213.32954,23.015854,5887.1,275.3,3.84,0.49,-2.14,0.12,16.1,26.77,6.54
J141327.84+572124.2,"spec-55961-F5596101_sp11-022            ",213.36598,57.35673,6115.5,194.8,3.41,0.54,-2.03,0.12,15.7,-192.78,9.82
J141332.62+274735.6,"spec-57092-HD140655N282616B01_sp06-250  ",213.38593,27.793234,6311.5,149.3,3.28,0.58,-2.61,0.21,91.4,53.35,2.45
J141336.34+523757.6,"spec-56780-HD141644N531548B01_sp05-068  ",213.40143,52.632664,6425.0,155.2,3.48,0.55,-2.49,0.21,24.7,-266.36,6.7
J141347.29+004110.3,"spec-56357-HD142028N001054B01_sp14-155  ",213.44704,0.686182,5789.5,190.5,1.95,0.57,-2.1,0.12,19.3,45.68,4.89
J141349.00+182422.5,"spec-57064-HD141904N190355B02_sp03-237  ",213.4542,18.406256,5376.4,329.8,2.42,0.62,-2.08,0.25,57.1,-119.28,4.01
J141403.21+481832.8,"spec-57096-HD141351N461930B01_sp11-190  ",213.5134,48.30911,6183.4,203.7,3.38,0.58,-2.27,0.17,26.9,32.44,7.29
J141406.48+163601.7,"spec-56757-HD141728N151548V_sp15-154    ",213.52701,16.600477,5375.0,259.0,4.38,0.31,-2.5,0.17,39.0,82.21,5.91
J141412.27+001618.7,"spec-56357-HD142028N001054B01_sp14-057  ",213.55113,0.271865,5000.0,192.1,1.5,0.48,-2.49,0.21,22.1,-82.34,4.41
J141412.30+172117.9,"spec-57064-HD141904N190355V01_sp02-143  ",213.55124,17.354977,5237.8,212.3,2.55,0.57,-2.35,0.17,142.7,-75.65,2.39
J141421.77+365601.2,"spec-56804-HD140944N371948B01_sp08-245  ",213.59071,36.933678,6000.0,184.9,2.55,0.76,-2.43,0.17,32.8,-202.21,6.09
J141427.35+192103.7,"spec-57064-HD141904N190355B02_sp03-068  ",213.61398,19.351025,6000.0,221.1,3.96,0.46,-2.1,0.12,46.4,85.94,4.58
J141435.04+271849.2,"spec-57038-HD140655N282616V01_sp06-204  ",213.646,27.313658,5444.3,289.9,2.15,0.59,-2.18,0.14,81.9,-208.5,4.38
J141440.04+352526.4,"spec-56804-HD140944N371948B01_sp07-229  ",213.66684,35.423992,5575.0,155.2,2.76,0.6,-2.41,0.17,86.5,-237.67,3.69
J141440.07+373453.7,"spec-56804-HD140944N371948B01_sp09-011  ",213.66696,37.581593,6550.6,183.4,2.99,0.62,-2.77,0.21,26.9,-73.06,7.68
J141440.17+303030.9,"spec-56753-HD142214N292211M01_sp16-088  ",213.66737,30.50859,6250.0,150.0,3.25,0.66,-2.22,0.18,17.0,-125.68,9.76
J141441.59+213958.2,"spec-56751-HD141501N234109B01_sp01-080  ",213.67328,21.66617,5176.4,258.6,1.54,0.53,-2.42,0.17,20.5,-183.75,6.32
J141444.59+023755.5,"spec-56777-HD141829N034028B01_sp05-231  ",213.68578,2.63209,5485.2,274.5,2.86,0.58,-2.32,0.12,46.8,-89.88,3.82
J141453.68+270522.3,"spec-57092-HD140655N282616B01_sp07-185  ",213.72368,27.089516,5488.0,193.5,2.61,0.54,-2.59,0.21,24.8,-146.88,4.89
J141457.98+431648.8,"spec-56346-HD140207N433332M01_sp06-143  ",213.74156,43.280224,6103.0,212.9,3.23,0.51,-2.15,0.14,18.7,-159.28,9.87
J141507.11+451625.7,"spec-57096-HD141351N461930B01_sp05-130  ",213.77965,45.2738,5918.6,208.9,3.78,0.55,-2.1,0.14,31.8,-54.08,4.53
J141510.30+435743.6,"spec-56346-HD140207N433332B01_sp13-049  ",213.79294,43.962116,5959.9,210.0,3.35,0.6,-2.1,0.14,40.0,-22.76,7.64
J141512.00+542929.1,"spec-56434-HD140517N563114B01_sp07-227  ",213.8,54.491413,5586.2,245.1,3.13,0.46,-2.15,0.15,16.3,4.54,4.26
J141512.22+473728.5,"spec-57096-HD141351N461930B01_sp15-039  ",213.80093,47.624573,5959.9,210.0,3.35,0.6,-2.05,0.12,86.2,-151.73,3.6
J141519.49+482044.4,"spec-57096-HD141351N461930B01_sp11-120  ",213.83122,48.345676,5422.6,170.3,2.81,0.53,-2.65,0.21,71.1,-33.82,3.3
J141524.90+550052.6,"spec-55961-F5596101_sp04-191            ",213.85374,55.014618,4790.1,210.0,1.33,0.56,-2.2,0.28,36.6,-133.46,5.59
J141528.57+533122.3,"spec-56780-HD141644N531548B01_sp04-009  ",213.86902,53.522858,6209.9,210.0,3.35,0.6,-2.06,0.12,14.7,-65.38,10.78
J141530.08+544633.8,"spec-56780-HD141644N531548B01_sp11-080  ",213.87534,54.776062,5987.8,212.3,3.06,0.65,-2.02,0.12,26.4,-282.64,7.07
J141531.63+540506.8,"spec-56780-HD141644N531548B01_sp15-188  ",213.8818,54.08522,5541.1,252.0,3.07,0.56,-2.0,0.14,44.3,-148.38,4.9
J141533.07+171446.7,"spec-57064-HD141904N190355B02_sp02-002  ",213.88777,17.246313,6288.1,260.4,2.84,0.72,-2.13,0.17,26.6,-115.33,5.97
J141546.05-043520.0,"spec-56321-HD141600S060001B01_sp15-032  ",213.94188,-4.588898,6179.9,128.6,3.05,0.57,-3.08,0.27,38.0,169.65,3.68
J141550.27+053940.4,"spec-56777-HD141829N034028V01_sp16-149  ",213.95946,5.661214,5274.1,202.1,2.2,0.57,-2.61,0.17,52.0,-43.12,3.88
J141552.64+380309.6,"spec-56804-HD140944N371948B01_sp09-189  ",213.96931,38.05267,5370.5,195.3,2.61,0.62,-2.37,0.14,33.6,-194.23,5.31
J141552.80+164923.6,"spec-57064-HD141904N190355B02_sp02-111  ",213.97,16.823212,5959.9,210.0,3.35,0.6,-2.36,0.17,23.8,41.91,6.86
J141555.86+034103.1,"spec-56777-HD141829N034028B01_sp04-169  ",213.98274,3.684206,6250.0,150.0,2.88,0.72,-2.35,0.17,17.8,-13.73,11.07
J141556.57+540952.7,"spec-56780-HD141644N531548B01_sp15-182  ",213.98569,54.164642,5909.3,229.3,3.94,0.41,-2.2,0.17,36.0,-174.28,6.32
J141630.85+464335.0,"spec-57096-HD141351N461930B01_sp04-223  ",214.12854,46.72638,6183.4,203.7,3.29,0.62,-2.02,0.12,58.5,-240.26,4.16
J141632.67+165531.4,"spec-57064-HD141904N190355B02_sp01-240  ",214.13614,16.925402,5551.9,182.2,1.6,0.6,-2.41,0.17,35.7,-63.18,4.84
J141632.69+300514.8,"spec-56753-HD142214N292211M01_sp15-068  ",214.13618,30.087437,5745.4,233.9,3.87,0.6,-2.11,0.17,16.1,-123.97,8.65
J141638.15+483515.2,"spec-56362-HD141351N461930M01_sp11-030  ",214.15895,48.587563,6225.9,202.1,3.24,0.6,-2.08,0.14,18.7,1.74,8.25
J141638.30+381153.8,"spec-56804-HD140944N371948B01_sp13-160  ",214.15958,38.19829,6250.0,150.0,3.19,0.62,-2.48,0.19,63.4,-71.91,6.56
J141703.67+441335.8,"spec-56362-HD141351N461930M01_sp01-123  ",214.26529,44.2266,4914.1,281.3,1.59,0.54,-2.16,0.21,20.9,33.97,5.58
J141708.44+444434.7,"spec-57096-HD141351N461930B01_sp07-038  ",214.28517,44.74297,5861.2,136.5,3.69,0.48,-2.59,0.21,34.4,-335.89,5.97
J141708.78+040728.2,"spec-56777-HD141829N034028B01_sp04-038  ",214.2866,4.124509,6224.0,189.6,3.21,0.58,-2.07,0.17,23.0,72.77,7.76
J141716.77+030919.8,"spec-56777-HD141829N034028B01_sp04-135  ",214.31985,3.15551,6111.2,136.5,3.79,0.5,-2.46,0.17,48.5,3.4,7.18
J141718.38+182825.3,"spec-57064-HD141904N190355B02_sp03-022  ",214.32657,18.473701,5500.0,170.5,2.4,0.7,-2.48,0.17,35.1,-19.37,5.61
J141719.36+455303.3,"spec-56362-HD141351N461930F01_sp08-248  ",214.33064,45.88426,6040.1,210.0,3.03,0.49,-2.03,0.12,14.3,-157.53,5.95
J141719.64+244418.1,"spec-56751-HD141501N234109V01_sp09-117  ",214.33182,24.73836,5720.5,254.5,2.42,0.75,-2.34,0.17,61.4,-114.41,3.58
J141719.65+244418.0,"spec-56751-HD141501N234109B01_sp09-117  ",214.33186,24.738346,5891.5,195.1,3.09,0.57,-2.36,0.17,112.4,-114.34,3.3
J141720.20+365548.8,"spec-56804-HD140944N371948B01_sp06-079  ",214.33417,36.93021,5500.0,150.0,3.08,0.49,-2.55,0.21,37.5,31.36,6.39
J141752.21+222808.1,"spec-56751-HD141501N234109B01_sp08-195  ",214.46753,22.468916,6262.0,193.5,2.77,0.65,-2.12,0.17,22.6,-66.43,6.82
J141800.43+202622.4,"spec-57064-HD141904N190355B02_sp15-216  ",214.50179,20.43956,5762.2,212.3,2.89,0.64,-2.27,0.12,26.6,36.63,5.17
J141801.21+230041.6,"spec-56751-HD141501N234109B01_sp08-024  ",214.50502,23.011568,6100.7,169.9,3.81,0.53,-2.21,0.17,29.3,-72.59,5.5
J141807.30+350159.7,"spec-56345-HD142816N361149F01_sp02-175  ",214.53041,35.03325,6250.0,150.0,2.4,0.88,-3.06,0.23,25.5,35.41,7.59
J141809.02+543901.3,"spec-56780-HD141644N531548B01_sp15-038  ",214.53757,54.650356,6000.0,150.0,3.4,0.65,-2.21,0.17,24.9,-228.46,8.09
J141810.19+462838.8,"spec-57096-HD141351N461930B01_sp09-010  ",214.54245,46.477444,6000.0,184.9,3.24,0.6,-2.25,0.17,32.7,-34.86,5.78
J141831.07+553018.2,"spec-56780-HD141644N531548B01_sp11-218  ",214.62946,55.505062,5661.3,157.3,2.81,0.68,-2.57,0.17,23.5,-148.13,7.54
J141847.36+443825.0,"spec-56362-HD141351N461930M01_sp07-005  ",214.69733,44.640278,5137.1,275.3,1.5,0.49,-2.42,0.17,21.1,-23.87,6.56
J141847.37+443825.1,"spec-57096-HD141351N461930B01_sp07-005  ",214.69739,44.640293,5460.5,190.5,2.1,0.61,-2.33,0.12,19.3,-17.31,7.61
J141853.73+204116.5,"spec-57064-HD141904N190355B02_sp11-233  ",214.72386,20.687916,6111.2,136.5,3.46,0.53,-2.3,0.17,64.7,14.98,3.38
J141857.56+371747.3,"spec-56804-HD140944N371948B01_sp06-042  ",214.73985,37.29648,5098.5,268.0,4.05,0.36,-2.36,0.17,33.0,156.19,7.21
J141859.33+350900.5,"spec-56345-HD142816N361149F01_sp02-199  ",214.74721,35.15014,6500.0,150.0,3.59,0.57,-3.2,0.2,25.7,38.53,7.69
J141900.22+444638.4,"spec-57096-HD141351N461930B01_sp07-106  ",214.7509,44.77734,6274.1,202.1,3.37,0.57,-2.15,0.12,19.5,-49.4,8.99
J141904.82+382702.3,"spec-56804-HD140944N371948B01_sp13-105  ",214.77007,38.45065,6333.8,133.9,3.77,0.49,-2.31,0.24,27.3,-150.24,6.46
J141921.03+170343.1,"spec-57064-HD141904N190355B02_sp01-076  ",214.83765,17.061958,5959.9,210.0,3.24,0.6,-2.17,0.14,42.5,-89.45,4.93
J141933.07+024023.6,"spec-56777-HD141829N034028B01_sp05-115  ",214.8878,2.673212,6197.0,197.5,3.26,0.57,-2.2,0.17,49.4,175.03,4.31
J141936.11+292539.6,"spec-55975-B5597506_sp04-168            ",214.90044,29.427673,6183.4,203.7,3.29,0.62,-2.06,0.12,22.8,10.78,7.24
J141936.74+241648.4,"spec-56751-HD141501N234109B01_sp09-182  ",214.90309,24.2801,6197.0,197.5,3.44,0.51,-2.25,0.17,39.9,-121.37,4.85
J141949.81+364300.8,"spec-56345-HD142816N361149F01_sp14-163  ",214.95755,36.716892,6250.0,150.0,3.38,0.62,-2.68,0.25,36.8,-114.72,7.24
J142009.32+280045.1,"spec-56753-HD142214N292211M01_sp05-078  ",215.03883,28.012535,5959.9,210.0,3.35,0.6,-2.05,0.12,16.9,-26.51,6.75
J142021.96+455631.9,"spec-56362-HD141351N461930F01_sp08-071  ",215.09152,45.942207,5349.5,192.1,1.29,0.62,-2.35,0.17,26.1,-82.76,5.59
J142021.97+455632.0,"spec-57096-HD141351N461930B01_sp08-062  ",215.09155,45.94221,5475.9,202.1,1.47,0.56,-2.33,0.12,39.4,-108.69,5.0
J142027.26+173126.9,"spec-57064-HD141904N190355B02_sp01-150  ",215.11359,17.52413,5987.8,212.3,3.48,0.58,-2.05,0.12,38.7,-69.55,4.52
J142033.38+543931.7,"spec-56780-HD141644N531548B01_sp09-077  ",215.13907,54.658817,6449.4,183.4,3.51,0.55,-2.67,0.27,26.0,-165.81,6.24
J142046.94+025337.8,"spec-56777-HD141829N034028B01_sp08-169  ",215.19559,2.893833,6087.9,209.0,3.41,0.54,-2.1,0.12,23.1,-6.64,6.74
J142048.50+504423.3,"spec-55978-F5597813_sp08-199            ",215.20209,50.739796,5946.3,217.1,3.81,0.53,-2.05,0.14,24.4,-106.81,4.59
J142051.33+343921.4,"spec-56345-HD142816N361149F01_sp02-126  ",215.21387,34.655945,5500.0,150.0,2.61,0.62,-3.05,0.29,27.5,54.07,7.8
